"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000198743",1999.10327890814,2.53453041313559,0.0670975518000975,37.7738135764874,0,0,"SLC5A3","6526","solute carrier family 5 member 3"
"ENSG00000074800",18390.4756149844,-1.33893117834408,0.0358590275895901,-37.338747544085,3.86082290926958e-305,2.37086700153396e-302,"ENO1","2023","enolase 1"
"ENSG00000181104",14922.5173336984,1.66815955567935,0.0447581299294259,37.2705374042589,4.92673245669931e-304,2.90440731787337e-301,"F2R","2149","coagulation factor II thrombin receptor"
"ENSG00000115963",13232.3301349766,1.80533073536896,0.0488625142075249,36.9471519148914,8.09231108402874e-299,4.58709541370829e-296,"RND3","390","Rho family GTPase 3"
"ENSG00000104368",13214.4968037918,2.02763709005455,0.055046085524653,36.835263956171,5.03520683533079e-297,2.74847697552241e-294,"PLAT","5327","plasminogen activator, tissue type"
"ENSG00000157680",1359.0634938634,2.54493702368437,0.0693613893225779,36.6909753183961,1.01726618401129e-294,5.35445322141374e-292,"DGKI","9162","diacylglycerol kinase iota"
"ENSG00000074416",2392.80973934457,-2.14808670764645,0.0589063480898238,-36.4661327225874,3.81873143549657e-291,1.94070565159822e-288,"MGLL","11343","monoglyceride lipase"
"ENSG00000104081",804.838487338129,4.43413656938239,0.121636384406068,36.4540313413096,5.93856217979548e-291,2.91741764686086e-288,"BMF","90427","Bcl2 modifying factor"
"ENSG00000166073",2268.80918089117,-2.2066708419761,0.0608219606307446,-36.2808238848628,3.24649821970731e-288,1.54344808909827e-285,"GPR176","11245","G protein-coupled receptor 176"
"ENSG00000165434",1243.14971044106,2.51723600339355,0.0694013569941912,36.2707029432327,4.68797353205079e-288,2.15910480985514e-285,"PGM2L1","283209","phosphoglucomutase 2 like 1"
"ENSG00000091527",2814.15907315816,-1.81023338577256,0.0499749029758624,-36.2228494299807,2.65984835124853e-287,1.18790439396063e-284,"CDV3","55573","CDV3 homolog"
"ENSG00000033867",3157.52042924196,1.93501315031032,0.0535351847027511,36.1446992488079,4.50689778576074e-286,1.95360763431005e-283,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000117724",1324.17284690485,-2.82511200625218,0.0781715114729396,-36.1399178936196,5.35778353378977e-286,2.21230320932864e-283,"CENPF","1063","centromere protein F"
"ENSG00000101825",1024.97040543336,3.28766304153759,0.0909710037522455,36.1396808426052,5.4039161036661e-286,2.21230320932864e-283,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000198959",5110.85796803933,-1.74624587694995,0.0487932042517388,-35.7887108200671,1.65485249252555e-280,6.59168000941663e-278,"TGM2","7052","transglutaminase 2"
"ENSG00000164938",1395.92210584831,2.31778202055932,0.0656155292094637,35.3236809713184,2.54305707396263e-273,9.86304609370031e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000073712",2356.74691021858,-2.3051528590294,0.0653960004274922,-35.249141292444,3.53646850304655e-272,1.33642237943334e-269,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000143799",1043.84682510942,-2.61747584698133,0.0743747823896401,-35.1930555341823,2.5536798154006e-271,9.4090332798435e-269,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000196549",1520.30148791169,2.8374350677056,0.0806594353570043,35.1779683944837,4.34407225892542e-271,1.5615350476108e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000110002",899.504360793506,4.43907473642135,0.126316442695775,35.1424932628333,1.51368681107485e-270,5.31159910038598e-268,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.01204014087113,0.0861136723498871,-34.9774903180642,4.94847109816014e-268,1.69605969871359e-265,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000133318",1500.97300012898,-2.41401849883444,0.0690680721887617,-34.9512940253635,1.23760619422333e-267,4.14541820237805e-265,"RTN3","10313","reticulon 3"
"ENSG00000154864",1374.01910088605,2.35786042990079,0.0676832762470066,34.8366769554107,6.77554401179595e-266,2.21906594768553e-263,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000197321",4211.22514661471,1.73283927593519,0.0497514630841917,34.8299159162978,8.57647267233052e-266,2.74782726619146e-263,"SVIL","6840","supervillin"
"ENSG00000182752",6930.41939676306,2.01487019569894,0.0588365433182833,34.2452170379769,5.13836406675758e-257,1.61125977906113e-254,"PAPPA","5069","pappalysin 1"
"ENSG00000198901",744.768135087352,-3.17652098959839,0.0928701287754252,-34.2039042206965,2.11545038677227e-256,6.49531412505203e-254,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000277443",2830.20102519863,-1.92971757635609,0.0569242455807042,-33.8997479311385,6.7188789305634e-252,2.02087423833966e-249,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000168542",62749.3849250663,1.40989019840233,0.041806348600499,33.724308522498,2.54545118042511e-249,7.50297189942105e-247,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000146072",1758.22981855472,2.05910888555034,0.0611321276797711,33.6829252261034,1.02810293778391e-248,2.97101590138417e-246,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000145632",3262.15452178144,1.54674961547204,0.0460243819592606,33.6071784047241,1.3176941130101e-247,3.73464919952746e-245,"PLK2","10769","polo like kinase 2"
"ENSG00000140943",1848.88777327798,-1.89361784327075,0.0564684070240193,-33.5341112503011,1.53477286008973e-246,4.26782687018914e-244,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000102024",3591.26703399212,-1.7035465919333,0.0509601087578361,-33.4290219047334,5.19390786050613e-245,1.41755211200258e-242,"PLS3","5358","plastin 3"
"ENSG00000135046",4581.91768778281,-1.4640159114495,0.0439329001157957,-33.3239077682268,1.73984876195087e-243,4.66216200975126e-241,"ANXA1","301","annexin A1"
"ENSG00000081923",1549.06690179341,-2.52988619989441,0.0760092139505423,-33.2839410961486,6.59322840157886e-243,1.73519643182981e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000163346",2917.79069939981,1.81056662201436,0.0547035645119088,33.0977814365316,3.19851269740773e-240,8.2701193218237e-238,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72415483189412,0.0522701778398971,32.9854403245994,1.31369113068394e-238,3.33813446276205e-236,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000163017",4893.9021785664,-1.87095249165046,0.056796457954537,-32.9413586521201,5.62520534704668e-238,1.40515722719956e-235,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68614754696903,0.0515037594734995,32.7383391854456,4.44954348144499e-235,1.09295619715894e-232,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000143341",2279.33849385387,2.05720946158247,0.0629925114453704,32.6580003619409,6.16939827372917e-234,1.49056707800362e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.27117471085652,0.0389873664647829,32.6047852451067,3.50828510094823e-233,8.33953319641533e-231,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469045e-233,2.28548149971663e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865862865082,0.0428974821221959,32.3715649486175,6.89943141988851e-230,1.5888096916612e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.33707455466228,0.0417126480700878,-32.0544155435938,1.90535970643314e-225,4.32018328514024e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.41256199115946,0.075916404135248,31.7791921079585,1.25506730585602e-221,2.8026033263191e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.42461130954275,0.0449230268065982,-31.7122734333098,1.05241788784795e-220,2.31500519867211e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275935255239,0.0437425179473005,31.6113341764708,2.57952645965019e-219,5.59074425916537e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134864,2.98016310498545,0.0943819972704444,31.5755460911261,7.99970833038979e-219,1.7086913242505e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32640777580259,0.137032426265835,31.5721460511076,8.90724413003987e-219,1.87535662840754e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.48922391534197,0.0474102568555269,31.4114289631476,1.41265544485539e-216,2.93235435863081e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66975909690721,0.0850915116619659,-31.3751518190567,4.41710004927351e-216,9.04155840641569e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.14188898914371,0.0363987409629934,31.3716617369999,4.92877345886359e-216,9.95072099133309e-214,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.33084139992718,0.0432786266467961,-30.7505460094284,1.20240107693512e-207,2.3947279826851e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488854243808,0.0685910537341637,30.6875084700687,8.35466517504074e-207,1.64174740466334e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585502177,0.0934444338019101,30.6666297651984,1.5863116801516e-206,3.07619230816766e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025660589575,0.0625712946278299,-30.529280515256,1.06537508805915e-204,2.03915559062542e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.43610918575601,0.112997107887575,-30.4088241725152,4.19913010097305e-203,7.93420249078728e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,7.33899351160355e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021926020602,0.057471954107091,30.2794517298536,2.13754238028096e-201,3.93788745007260e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433589439,0.0645262741259587,-30.1352334724703,1.67481171913173e-199,3.04733026130413e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287883735277,0.0526625745786287,-30.0569968334805,1.76884785986172e-198,3.17918045837098e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.28311258391777,0.109401846260645,-30.0096634209984,7.34104325668849e-198,1.30352163273584e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007282825454,0.0507616642850009,-29.9452913860369,5.06700387289576e-197,8.89017893794496e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36365680001686,0.112773759026449,-29.8265911241636,1.76651997414319e-195,3.06293780928498e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740403929091,0.051564923156631,29.8149196231898,2.50291232408691e-195,4.28929323632476e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487585242,0.0564166010544817,29.7021593738728,7.20107911094854e-194,1.21908423503009e-191,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.7230403058603,0.0580113152201234,29.7017969567186,7.27910250255447e-194,1.21908423503009e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.70836053260098,0.0575941295653082,-29.6620601004795,2.370793572694e-193,3.92592760386115e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132775322117,0.0469878372112584,29.610380809096,1.09851400233994e-192,1.79887770738734e-190,"INHBA","3624","inhibin subunit beta A"
"ENSG00000133818",917.65645300902,-2.58022994832454,0.087230319708838,-29.5795080992133,2.74196632618208e-192,4.44078018849137e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.9567704307585,0.0663760811211208,29.4800536233505,5.18784996227476e-191,8.31071008087015e-189,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.64273183329817,0.0557716982088904,-29.4545779679399,1.09998439738924e-190,1.74317957513147e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.35592776101052,0.0460501458481148,-29.4445921079755,1.47655804420027e-190,2.31505451653443e-188,"NOTCH2","4853","notch receptor 2"
"ENSG00000066279",593.333577786577,-3.10048884483018,0.105364403559752,-29.4263407761988,2.5283548139863e-190,3.92240981563475e-188,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42014865392116,0.0824494797375049,29.3531100696598,2.18081805465828e-189,3.34801005099518e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119412410088,0.0593370019850878,29.3441539991936,2.83730010957791e-189,4.31094113556281e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240040793008,0.0659490989517705,29.149760019253,8.41273252956805e-187,1.26517195939565e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194734667,0.0635784337831439,29.0450996897042,1.77448669757422e-185,2.64165504533827e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764330929453,0.0520551632799898,-28.9624162964459,1.95795248737245e-184,2.88563037588952e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.94825249993054,0.0673374974448363,-28.9326537792197,4.63889644380111e-184,6.76911443452879e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313136367342,0.0486375327335082,-28.8487364554729,5.25520470130109e-183,7.59325557723289e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098787420491,0.0409964043182733,-28.8071086682719,1.74737916458031e-182,2.50027904151306e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633936536551,0.0644924712570494,28.7838150590732,3.42011533560648e-182,4.84669805924695e-180,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000145147",601.510428483162,-2.6863081902841,0.0934361677954649,-28.7501965637602,9.00647321371556e-182,1.26416573546419e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.6137581642745,0.0561603398586518,-28.7348361554812,1.40128319712872e-181,1.94831243012104e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.4751760959328,0.0513457658429187,-28.730238447427,1.59943723062996e-181,2.20303793504901e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777272044306,0.0824391278294138,28.7214673758139,2.058367002389e-181,2.80890860011195e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422850941,0.135042980302053,28.6078863178842,5.36043432746344e-180,7.24789735028956e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578050119,0.0428453768679329,-28.5957522156416,7.5876779850507e-180,1.01661089221525e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.5328064759672,0.0890287121791522,-28.4493217297184,4.96814084878909e-178,6.5964378224733e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379347829211,0.0451331145487004,28.4446019542224,5.68297280085291e-178,7.47818331597949e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607086816905,0.0530931788051738,28.3665604897306,5.23016681880353e-177,6.82143350225897e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.05089158351226,0.072450535655646,28.3074730221465,2.79630988087463e-176,3.61508903722196e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257792716769,0.0556189553840293,28.274136331932,7.18932920160792e-176,9.2135942411563e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.0301253064275,0.0365228229247331,-28.2049749700456,5.08117177181496e-175,6.45571634250076e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.23340373493713,0.114651721709685,-28.2019640588092,5.53209469876332e-175,6.96854800601486e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990574707,0.0659124213806025,-28.1195845475724,5.64500035815281e-174,7.05050976936069e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852031437219,0.0552347199536792,28.0352704905684,6.04059391057922e-173,7.48119941631231e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964804939515,0.0590533744179018,-27.9348651225435,1.00678481501142e-171,1.2364995503032e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534841445794,0.0952230065994063,27.8855762833527,3.99157446201235e-171,4.86180367116844e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530129993,0.0844340380045342,27.877564036124,4.99214871284359e-171,6.03067932212203e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570159441468,0.0461355798462152,-27.8678971566052,6.53815283444198e-171,7.83408914422813e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420145486981,0.101922368702903,27.8074527793926,3.52495005097138e-170,4.18957369767873e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.8911024176115,0.0682347232550521,-27.7146638456027,4.64845066230495e-169,5.48070926888403e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206737939772,0.0770835743691435,27.6591660006257,2.16519900489974e-168,2.53259547096924e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331497044,0.0824087394895211,27.6420113823013,3.48151090056969e-168,4.04019745296033e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088461025262,0.102927884463338,27.5035732543492,1.59110643173323e-166,1.83200988991284e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938242129601,0.0575011783232827,-27.4669575015736,4.35860484894653e-166,4.97962157083519e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229970819447,0.0634971545468591,-27.4390202305633,9.39453901978025e-166,1.06505166210401e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302170307903,0.124605048110961,27.3907177503733,3.53780645399028e-165,3.98016729151975e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230082382021,0.102045843626788,-27.3631999558206,7.52223197006313e-165,8.39868596778715e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750868096321,0.0744625124096971,-27.3628785146641,7.58877530149018e-165,8.40927596942574e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000166851",502.683929770066,-3.32923741741875,0.121688979500925,-27.3585778356654,8.53774309090574e-165,9.39024310998274e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.50606742291765,0.0550770508526003,-27.3447361397083,1.24733546114458e-164,1.36172074269251e-162,"EPG5","57724","ectopic P-granules 5 autophagy tethering factor"
"ENSG00000076641",954.690284174,2.03263249197315,0.074490938790507,27.2869764427265,6.05493783092399e-164,6.56159365824689e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117042,27.2855920323927,6.28835886268572e-164,6.76480532250089e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.1313694356951,0.0788327305720996,27.0366054838831,5.48949071185402e-161,5.86261696458728e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.097661031905,0.114589407045888,-27.0326997212274,6.10171879427546e-161,6.4695778122325e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02314009593891,0.111928825364899,-27.009486484676,1.14349478659776e-160,1.20377329749127e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444146026819,0.0649482701026547,-26.8589364660675,6.63278235085462e-159,6.93290399197839e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.43654751183808,0.0535105886137021,-26.8460420461574,9.38160184513693e-159,9.73704563335409e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417343922895,0.075406673593124,-26.8434256913506,1.0065191278208e-158,1.03734817523238e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.72034861201094,0.064152204759846,26.8166716709281,2.06535898829429e-158,2.11383755343619e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860141667852,0.0510598841190663,-26.8038488588633,2.9141085046262e-158,2.96194007870214e-156,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000147883",1092.60954361111,2.17982979420979,0.0813913269093593,26.7820894066187,5.22457868926843e-158,5.27396169331768e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.06902763036398,0.0775868059517082,-26.6672613337349,1.12888645631095e-156,1.13180466619801e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579702553892,0.0580504853328725,-26.6284944333372,3.17636687947171e-156,3.16306047767933e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049307005402,0.102236932877148,-26.6096898008774,5.24358146539084e-156,5.18657071388793e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049239,8.09914671382401e-156,7.95768161788922e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647209043677,0.0383140635560806,-26.5299995900708,4.37001752750492e-155,4.26525286889851e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975936182813,0.0415181804493303,26.488621368422,1.31081166240809e-154,1.27096988687964e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984531097,0.113333402870154,-26.4103059601965,1.04332687757458e-153,1.00500336743099e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.34488157112989,0.0509516581236691,-26.3952464091673,1.55363482856422e-153,1.48684870801166e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.80821461979186,0.106412973431439,26.3897768217252,1.79527827125016e-153,1.70702007494741e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365486612,0.050222827027516,26.3717463403737,2.89070201993533e-153,2.73097220319275e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995059227826,0.0652353704809592,26.365307341671,3.42646730911512e-153,3.21651434405979e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884326172024,0.0638947453537214,26.2751381577024,3.69002687367195e-152,3.44200101672007e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.00330193008525,0.0382024978411185,-26.2627311506675,5.11421310062351e-152,4.74045740106851e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136339453,0.134086229283591,26.1601163828372,7.56113412263438e-151,6.96474966871159e-149,"RIPOR3","140876","RIPOR family member 3"
